Term,pForward,zForward,likelihoodForward,pReverse,zReverse,probReverse
neuroquery6308_combined_tfidf__altruistic,1.0,-0.0,0.7774122044074233,0.7137497965126277,-0.3668246807140921,1.4587717618535895e-05
neuroquery6308_combined_tfidf__alveolar,1.0,-0.0,0.6296645170639809,1.0,-0.0,2.8909807284568264e-06
neuroquery6308_combined_tfidf__alveus,1.0,-0.0,1.5750996898537883,1.0,0.0,6.288487206265513e-06
neuroquery6308_combined_tfidf__alzheimer,1.0,0.0,0.9265146507773734,0.4732487241848234,-0.7172032014415027,0.00024728162067739513
neuroquery6308_combined_tfidf__alzheimer dementia,1.0,-0.0,1.2888925510876732,1.0,0.0,1.3379139975671724e-05
neuroquery6308_combined_tfidf__alzheimer disease,1.0,0.0,0.9457876385684264,0.6742531503303076,-0.42031801618653386,0.00023260148408566877
neuroquery6308_combined_tfidf__amaral,1.0,-0.0,0.9942538964175842,1.0,-0.0,6.946619098736856e-06
neuroquery6308_combined_tfidf__amaurosis,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__ambient,1.0,-0.0,1.1111142681790285,1.0,0.0,3.460122407501307e-05
neuroquery6308_combined_tfidf__ambiguity,0.2183406220508055,-1.2309525220355253,1.291375966407688,0.02452845801782687,2.2487491845584664,0.00014900082670401266
neuroquery6308_combined_tfidf__ambiguous,0.0006746612290421585,3.399674467988897,1.4347253750593736,1.2692974965400115e-06,4.844501827914416,0.00028754818607920873
neuroquery6308_combined_tfidf__amblyopia,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__ammon,1.0,-0.0,6.907790143084261,1.0,0.0,5.515784203142691e-06
neuroquery6308_combined_tfidf__ammon horn,1.0,-0.0,0.0,1.0,-0.0,0.0
neuroquery6308_combined_tfidf__ammonis,1.0,-0.0,0.3109420099711362,1.0,-0.0,2.1724789943975513e-06
neuroquery6308_combined_tfidf__amnesia,1.0,-0.0,0.8980494036256118,0.8726868316105083,-0.1602465880220465,3.621260256661243e-05
neuroquery6308_combined_tfidf__amnestic,1.0,-0.0,0.9691276884278645,1.0,-0.0,4.662364081813024e-05
neuroquery6308_combined_tfidf__amodal,0.027973239865139367,-2.197661460797057,1.6301674425067743,4.89171081114327e-06,4.569379173042552,7.256801075592243e-05
neuroquery6308_combined_tfidf__amphetamine,1.0,-0.0,1.0306741189900817,1.0,0.0,3.518241289859748e-05
neuroquery6308_combined_tfidf__amygdala,1.0,0.0,0.806867824662678,4.973664124209406e-05,-4.056861097052274,0.0007252913275134333
neuroquery6308_combined_tfidf__amygdala anterior,1.0,-0.0,0.7466063348416291,0.8105004528191695,-0.2397804638322769,6.52790643593942e-05
neuroquery6308_combined_tfidf__amygdala basolateral,1.0,-0.0,2.6892923457808955,1.0,0.0,3.221049553743633e-06
neuroquery6308_combined_tfidf__amygdala central,1.0,-0.0,0.18075797706377492,1.0,-0.0,2.020661837375003e-06
neuroquery6308_combined_tfidf__amygdala cortical,1.0,-0.0,0.695895895895896,1.0,-0.0,8.89062698225074e-06
neuroquery6308_combined_tfidf__amygdala hippocampus,1.0,-0.0,0.7616155481324022,0.6999893804998216,-0.38533480166411793,0.0001319664903140291
neuroquery6308_combined_tfidf__amygdala insula,1.0,-0.0,0.718302194812262,0.19732355008617333,-1.2892144290461376,9.11952984860095e-05
neuroquery6308_combined_tfidf__amygdala response,1.0,-0.0,0.8910165308564765,0.7650300961310152,-0.2988819809922245,0.0001360677917588616
neuroquery6308_combined_tfidf__amygdaloid,1.0,-0.0,1.0358915451136783,1.0,0.0,2.109223494200956e-05
neuroquery6308_combined_tfidf__amygdaloid complex,1.0,-0.0,0.5650317518801882,1.0,-0.0,3.496573706964152e-06
neuroquery6308_combined_tfidf__amyloid,1.0,-0.0,0.7580361426515273,0.9063365816640929,-0.11766060611207937,3.7073546862973595e-05
neuroquery6308_combined_tfidf__amyotrophic,1.0,-0.0,0.7432432432432432,1.0,-0.0,8.456953944375422e-06
neuroquery6308_combined_tfidf__amyotrophic lateral sclerosis,1.0,-0.0,0.7432432432432432,1.0,-0.0,8.456953944375422e-06
